Wavenumber,Intensity
1760.00,1454.345
1759.00,1428.522
1758.00,1430.193
1757.00,1457.097
1756.00,1430.039
1755.00,1445.863
1754.00,1416.936
1753.00,1428.483
1752.00,1463.976
1751.00,1440.780
1750.00,1436.477
1749.00,1415.677
1748.00,1448.418
1747.00,1421.753
1746.00,1450.813
1745.00,1439.129
1744.00,1435.140
1743.00,1437.200
1742.00,1405.557
1741.00,1441.777
1740.00,1451.388
1739.00,1436.087
1738.00,1427.170
1737.00,1425.495
1736.00,1395.522
1735.00,1441.306
1734.00,1458.788
1733.00,1435.777
1732.00,1429.100
1731.00,1418.870
1730.00,1433.099
1729.00,1424.120
1728.00,1421.372
1727.00,1419.657
1726.00,1424.063
1725.00,1435.749
1724.00,1422.936
1723.00,1428.743
1722.00,1420.350
1721.00,1434.638
1720.00,1443.302
1719.00,1416.200
1718.00,1423.379
1717.00,1426.008
1716.00,1417.076
1715.00,1442.950
1714.00,1411.002
1713.00,1429.051
1712.00,1458.290
1711.00,1437.089
1710.00,1433.350
1709.00,1423.250
1708.00,1439.523
1707.00,1430.028
1706.00,1443.007
1705.00,1439.085
1704.00,1441.585
1703.00,1429.287
1702.00,1422.505
1701.00,1401.757
1700.00,1412.384
1699.00,1425.099
1698.00,1425.877
1697.00,1429.074
1696.00,1405.835
1695.00,1428.371
1694.00,1426.991
1693.00,1424.444
1692.00,1441.936
1691.00,1433.798
1690.00,1419.280
1689.00,1424.216
1688.00,1408.886
1687.00,1415.961
1686.00,1429.466
1685.00,1420.108
1684.00,1441.083
1683.00,1430.976
1682.00,1450.228
1681.00,1434.496
1680.00,1452.371
1679.00,1462.334
1678.00,1417.241
1677.00,1462.693
1676.00,1436.177
1675.00,1438.303
1674.00,1416.286
1673.00,1431.230
1672.00,1444.453
1671.00,1438.657
1670.00,1428.970
1669.00,1428.182
1668.00,1447.230
1667.00,1454.368
1666.00,1422.674
1665.00,1453.835
1664.00,1460.139
1663.00,1455.101
1662.00,1444.433
1661.00,1455.638
1660.00,1445.561
1659.00,1457.925
1658.00,1447.096
1657.00,1475.988
1656.00,1465.502
1655.00,1475.085
1654.00,1456.439
1653.00,1454.440
1652.00,1483.013
1651.00,1478.969
1650.00,1482.506
1649.00,1458.581
1648.00,1480.895
1647.00,1485.326
1646.00,1487.424
1645.00,1508.063
1644.00,1501.304
1643.00,1504.810
1642.00,1521.928
1641.00,1507.352
1640.00,1502.248
1639.00,1501.515
1638.00,1529.051
1637.00,1546.953
1636.00,1542.639
1635.00,1531.768
1634.00,1541.450
1633.00,1559.564
1632.00,1577.598
1631.00,1564.146
1630.00,1612.479
1629.00,1600.133
1628.00,1581.757
1627.00,1610.536
1626.00,1588.917
1625.00,1619.479
1624.00,1615.838
1623.00,1643.957
1622.00,1655.096
1621.00,1675.829
1620.00,1680.307
1619.00,1688.505
1618.00,1704.850
1617.00,1722.856
1616.00,1729.493
1615.00,1752.850
1614.00,1776.696
1613.00,1787.617
1612.00,1802.566
1611.00,1813.959
1610.00,1847.728
1609.00,1836.870
1608.00,1893.438
1607.00,1902.093
1606.00,1917.609
1605.00,1948.471
1604.00,1970.330
1603.00,2011.969
1602.00,2022.371
1601.00,2044.074
1600.00,2054.086
1599.00,2084.939
1598.00,2094.548
1597.00,2130.914
1596.00,2162.399
1595.00,2153.874
1594.00,2206.522
1593.00,2200.750
1592.00,2215.830
1591.00,2262.919
1590.00,2254.413
1589.00,2259.393
1588.00,2260.677
1587.00,2288.698
1586.00,2271.085
1585.00,2263.876
1584.00,2244.932
1583.00,2269.246
1582.00,2262.558
1581.00,2247.407
1580.00,2230.516
1579.00,2215.535
1578.00,2167.792
1577.00,2178.072
1576.00,2129.207
1575.00,2103.083
1574.00,2097.690
1573.00,2063.914
1572.00,2053.860
1571.00,2026.582
1570.00,1987.591
1569.00,1963.379
1568.00,1964.259
1567.00,1912.580
1566.00,1890.761
1565.00,1844.569
1564.00,1813.640
1563.00,1825.158
1562.00,1812.633
1561.00,1787.794
1560.00,1758.725
1559.00,1742.786
1558.00,1713.378
1557.00,1693.583
1556.00,1676.443
1555.00,1676.469
1554.00,1640.232
1553.00,1639.011
1552.00,1639.079
1551.00,1616.467
1550.00,1584.789
1549.00,1567.555
1548.00,1566.186
1547.00,1566.482
1546.00,1556.900
1545.00,1531.125
1544.00,1516.497
1543.00,1488.865
1542.00,1509.910
1541.00,1463.854
1540.00,1473.042
1539.00,1476.074
1538.00,1452.748
1537.00,1452.571
1536.00,1461.519
1535.00,1413.145
1534.00,1427.096
1533.00,1424.372
1532.00,1413.298
1531.00,1411.501
1530.00,1409.169
1529.00,1386.398
1528.00,1391.582
1527.00,1384.804
1526.00,1386.548
1525.00,1356.042
1524.00,1408.715
1523.00,1385.918
1522.00,1370.876
1521.00,1372.659
1520.00,1362.939
1519.00,1345.770
1518.00,1350.754
1517.00,1337.571
1516.00,1344.409
1515.00,1337.752
1514.00,1343.905
1513.00,1335.504
1512.00,1343.755
1511.00,1338.729
1510.00,1314.764
1509.00,1315.067
1508.00,1309.233
1507.00,1318.751
1506.00,1279.809
1505.00,1299.894
1504.00,1305.949
1503.00,1276.926
1502.00,1319.698
1501.00,1314.416
1500.00,1288.751
1499.00,1295.659
1498.00,1289.738
1497.00,1287.400
1496.00,1285.116
1495.00,1268.759
1494.00,1283.070
1493.00,1289.079
1492.00,1282.327
1491.00,1287.933
1490.00,1284.962
1489.00,1280.897
1488.00,1267.661
1487.00,1300.956
1486.00,1261.065
1485.00,1271.204
1484.00,1283.538
1483.00,1261.902
1482.00,1264.628
1481.00,1248.159
1480.00,1258.420
1479.00,1281.105
1478.00,1264.317
1477.00,1252.712
1476.00,1272.452
1475.00,1267.356
1474.00,1247.704
1473.00,1233.968
1472.00,1264.414
1471.00,1254.826
1470.00,1236.302
1469.00,1267.425
1468.00,1254.504
1467.00,1270.588
1466.00,1274.476
1465.00,1241.487
1464.00,1237.782
1463.00,1261.457
1462.00,1271.678
1461.00,1241.139
1460.00,1243.081
1459.00,1249.977
1458.00,1256.642
1457.00,1251.872
1456.00,1242.338
1455.00,1250.999
1454.00,1244.896
1453.00,1242.488
1452.00,1258.844
1451.00,1255.437
1450.00,1251.852
1449.00,1254.395
1448.00,1253.294
1447.00,1264.709
1446.00,1257.162
1445.00,1247.848
1444.00,1252.177
1443.00,1272.648
1442.00,1267.280
1441.00,1252.038
1440.00,1268.233
1439.00,1249.666
1438.00,1258.760
1437.00,1267.221
1436.00,1253.074
1435.00,1263.327
1434.00,1253.746
1433.00,1267.183
1432.00,1294.815
1431.00,1264.347
1430.00,1273.636
1429.00,1279.315
1428.00,1294.417
1427.00,1271.940
1426.00,1287.655
1425.00,1326.920
1424.00,1317.367
1423.00,1301.515
1422.00,1324.594
1421.00,1284.169
1420.00,1314.569
1419.00,1318.513
1418.00,1321.089
1417.00,1321.210
1416.00,1309.573
1415.00,1336.457
1414.00,1341.456
1413.00,1333.358
1412.00,1326.130
1411.00,1355.544
1410.00,1377.950
1409.00,1348.917
1408.00,1363.204
1407.00,1375.364
1406.00,1381.488
1405.00,1379.069
1404.00,1431.702
1403.00,1410.479
1402.00,1414.052
1401.00,1431.041
1400.00,1441.962
1399.00,1420.880
1398.00,1472.670
1397.00,1453.545
1396.00,1461.580
1395.00,1502.805
1394.00,1493.346
1393.00,1489.722
1392.00,1502.494
1391.00,1540.349
1390.00,1541.439
1389.00,1577.662
1388.00,1589.726
1387.00,1574.185
1386.00,1598.160
1385.00,1623.419
1384.00,1642.814
1383.00,1652.395
1382.00,1668.863
1381.00,1682.775
1380.00,1704.143
1379.00,1714.702
1378.00,1739.943
1377.00,1743.530
1376.00,1785.320
1375.00,1797.737
1374.00,1842.056
1373.00,1860.202
1372.00,1864.459
1371.00,1892.297
1370.00,1924.999
1369.00,1932.656
1368.00,1953.268
1367.00,1961.610
1366.00,1981.829
1365.00,2018.421
1364.00,2021.774
1363.00,2030.976
1362.00,2033.140
1361.00,2062.402
1360.00,2077.413
1359.00,2087.254
1358.00,2098.205
1357.00,2120.257
1356.00,2115.608
1355.00,2129.790
1354.00,2114.832
1353.00,2135.869
1352.00,2155.735
1351.00,2134.493
1350.00,2125.782
1349.00,2113.485
1348.00,2099.679
1347.00,2103.025
1346.00,2065.936
1345.00,2070.262
1344.00,2052.419
1343.00,2046.156
1342.00,2020.728
1341.00,2007.447
1340.00,1998.906
1339.00,1977.893
1338.00,1951.798
1337.00,1923.231
1336.00,1918.331
1335.00,1895.584
1334.00,1861.178
1333.00,1851.849
1332.00,1791.216
1331.00,1785.891
1330.00,1766.431
1329.00,1736.418
1328.00,1712.162
1327.00,1684.864
1326.00,1683.637
1325.00,1666.560
1324.00,1614.426
1323.00,1613.930
1322.00,1593.570
1321.00,1551.784
1320.00,1542.363
1319.00,1530.157
1318.00,1522.201
1317.00,1517.052
1316.00,1464.361
1315.00,1454.303
1314.00,1439.678
1313.00,1438.965
1312.00,1399.436
1311.00,1390.570
1310.00,1377.893
1309.00,1374.461
1308.00,1350.012
1307.00,1351.613
1306.00,1337.765
1305.00,1311.243
1304.00,1321.216
1303.00,1286.349
1302.00,1271.083
1301.00,1266.045
1300.00,1261.815
1299.00,1235.866
1298.00,1210.293
1297.00,1235.157
1296.00,1217.280
1295.00,1201.602
1294.00,1192.218
1293.00,1200.696
1292.00,1169.845
1291.00,1172.202
1290.00,1176.801
1289.00,1154.531
1288.00,1144.527
1287.00,1132.481
1286.00,1134.752
1285.00,1135.150
1284.00,1135.254
1283.00,1130.990
1282.00,1119.444
1281.00,1107.415
1280.00,1101.909
1279.00,1092.853
1278.00,1078.684
1277.00,1092.639
1276.00,1080.180
1275.00,1066.554
1274.00,1076.753
1273.00,1053.553
1272.00,1093.002
1271.00,1052.622
1270.00,1064.946
1269.00,1027.389
1268.00,1032.495
1267.00,1038.562
1266.00,1036.099
1265.00,1014.332
1264.00,1024.673
1263.00,1013.255
1262.00,1015.261
1261.00,1015.262
1260.00,997.582
1259.00,997.896
1258.00,1005.084
1257.00,981.936
1256.00,974.003
1255.00,967.472
1254.00,970.726
1253.00,972.133
1252.00,954.951
1251.00,989.478
1250.00,966.357
1249.00,957.295
1248.00,947.749
1247.00,947.421
1246.00,949.383
1245.00,937.834
1244.00,927.463
1243.00,936.194
1242.00,939.987
1241.00,974.629
1240.00,931.201
1239.00,948.685
1238.00,921.002
1237.00,944.580
1236.00,944.255
1235.00,919.896
1234.00,938.688
1233.00,915.744
1232.00,915.272
1231.00,917.096
1230.00,906.284
1229.00,947.393
1228.00,897.554
1227.00,909.901
1226.00,903.832
1225.00,891.129
1224.00,882.272
1223.00,891.544
1222.00,886.111
1221.00,894.611
1220.00,893.069
1219.00,870.660
1218.00,902.154
1217.00,879.502
1216.00,871.687
1215.00,876.294
1214.00,878.957
1213.00,869.944
1212.00,880.982
1211.00,878.236
1210.00,838.654
1209.00,871.150
1208.00,866.147
1207.00,840.469
1206.00,852.606
1205.00,859.158
1204.00,862.750
1203.00,844.774
1202.00,857.349
1201.00,873.962
1200.00,835.908
1199.00,858.661
1198.00,862.352
1197.00,830.406
1196.00,831.808
1195.00,835.072
1194.00,828.795
1193.00,842.428
1192.00,857.550
1191.00,841.535
1190.00,846.433
1189.00,827.546
1188.00,833.681
1187.00,832.981
1186.00,848.223
1185.00,832.033
1184.00,813.492
1183.00,810.031
1182.00,828.739
1181.00,813.366
1180.00,814.884
1179.00,803.838
1178.00,820.356
1177.00,811.213
1176.00,825.981
1175.00,810.906
1174.00,807.146
1173.00,786.583
1172.00,810.160
1171.00,803.430
1170.00,800.428
1169.00,774.447
1168.00,775.005
1167.00,808.547
1166.00,780.270
1165.00,808.687
1164.00,796.499
1163.00,785.722
1162.00,791.269
1161.00,781.761
1160.00,788.092
1159.00,772.583
1158.00,788.215
1157.00,780.785
1156.00,793.605
1155.00,794.974
1154.00,796.467
1153.00,762.856
1152.00,789.352
1151.00,778.260
1150.00,769.094
1149.00,787.475
1148.00,790.445
1147.00,775.105
1146.00,780.427
1145.00,766.260
1144.00,779.478
1143.00,744.934
1142.00,750.546
1141.00,759.251
1140.00,783.349
1139.00,759.603
1138.00,766.621
1137.00,758.325
1136.00,742.370
1135.00,756.826
1134.00,751.792
1133.00,760.706
1132.00,743.923
1131.00,727.556
1130.00,742.650
1129.00,754.781
1128.00,746.544
1127.00,736.978
1126.00,757.290
1125.00,728.502
1124.00,742.904
1123.00,727.424
1122.00,742.965
1121.00,738.491
1120.00,715.245
1119.00,761.063
1118.00,738.786
1117.00,711.206
1116.00,715.480
1115.00,714.809
1114.00,723.597
1113.00,732.654
1112.00,731.084
1111.00,723.899
1110.00,728.759
1109.00,740.336
1108.00,709.627
1107.00,719.878
1106.00,712.922
1105.00,734.280
1104.00,735.431
1103.00,705.823
1102.00,720.740
1101.00,720.885
1100.00,6731.511
1099.00,720.546
1098.00,701.082
1097.00,686.247
1096.00,694.156
1095.00,710.220
1094.00,706.816
1093.00,718.612
1092.00,698.950
1091.00,734.106
1090.00,705.111
1089.00,706.508
1088.00,687.963
1087.00,685.461
1086.00,674.052
1085.00,690.439
1084.00,686.081
1083.00,661.767
1082.00,702.727
1081.00,700.942
1080.00,674.553
1079.00,696.366
1078.00,706.106
1077.00,679.412
1076.00,695.348
1075.00,682.563
1074.00,694.309
1073.00,701.852
1072.00,683.327
1071.00,677.933
1070.00,672.288
1069.00,667.833
1068.00,659.534
1067.00,661.418
1066.00,670.621
1065.00,663.072
1064.00,669.917
1063.00,657.827
1062.00,677.586
1061.00,654.053
1060.00,669.675
1059.00,660.176
1058.00,659.236
1057.00,677.616
1056.00,688.718
1055.00,650.442
1054.00,655.251
1053.00,657.836
1052.00,648.318
1051.00,669.213
1050.00,658.757
1049.00,668.705
1048.00,654.597
1047.00,636.341
1046.00,641.872
1045.00,645.589
1044.00,664.897
1043.00,655.754
1042.00,653.960
1041.00,658.244
1040.00,632.005
1039.00,634.630
1038.00,640.001
1037.00,649.461
1036.00,619.871
1035.00,654.111
1034.00,639.923
1033.00,655.907
1032.00,669.074
1031.00,676.764
1030.00,636.036
1029.00,633.721
1028.00,653.360
1027.00,617.467
1026.00,630.897
1025.00,643.827
1024.00,644.114
1023.00,612.477
1022.00,628.573
1021.00,642.201
1020.00,660.253
1019.00,616.126
1018.00,647.208
1017.00,644.216
1016.00,617.259
1015.00,631.556
1014.00,631.838
1013.00,635.285
1012.00,622.722
1011.00,625.483
1010.00,625.329
1009.00,638.464
1008.00,618.272
1007.00,597.513
1006.00,599.613
1005.00,623.076
1004.00,634.500
1003.00,607.562
1002.00,628.068
1001.00,609.064
1000.00,621.235
999.00,591.805
998.00,630.851
997.00,599.209
996.00,614.273
995.00,634.477
994.00,616.926
993.00,600.778
992.00,606.319
991.00,618.031
990.00,610.523
989.00,581.590
988.00,612.081
987.00,600.939
986.00,612.399
985.00,620.990
984.00,599.005
983.00,602.278
982.00,589.624
981.00,586.189
980.00,608.307
979.00,611.452
978.00,581.835
977.00,597.672
976.00,571.772
975.00,600.703
974.00,606.332
973.00,582.400
972.00,596.378
971.00,595.159
970.00,578.629
969.00,592.510
968.00,597.088
967.00,599.671
966.00,584.494
965.00,583.855
964.00,594.978
963.00,559.717
962.00,582.056
961.00,573.978
960.00,566.504
959.00,581.048
958.00,589.166
957.00,589.541
956.00,582.979
955.00,575.243
954.00,578.586
953.00,571.692
952.00,566.124
951.00,581.176
950.00,558.539
949.00,587.698
948.00,570.323
947.00,593.709
946.00,561.504
945.00,579.501
944.00,552.076
943.00,574.320
942.00,564.737
941.00,571.033
940.00,558.153
939.00,555.918
938.00,572.449
937.00,565.113
936.00,589.876
935.00,558.918
934.00,570.143
933.00,553.113
932.00,577.940
931.00,569.672
930.00,559.559
929.00,552.857
928.00,543.055
927.00,552.154
926.00,551.240
925.00,549.116
924.00,566.003
923.00,564.423
922.00,553.059
921.00,553.809
920.00,544.689
919.00,553.490
918.00,561.433
917.00,571.699
916.00,539.258
915.00,548.284
914.00,560.290
913.00,525.194
912.00,552.383
911.00,535.992
910.00,558.398
909.00,533.533
908.00,567.885
907.00,539.276
906.00,547.905
905.00,572.900
904.00,550.509
903.00,552.979
902.00,546.227
901.00,537.595
900.00,521.249
899.00,529.576
898.00,530.638
897.00,529.682
896.00,532.246
895.00,537.378
894.00,533.492
893.00,525.472
892.00,536.702
891.00,526.204
890.00,550.713
889.00,522.895
888.00,545.838
887.00,533.928
886.00,520.142
885.00,528.764
884.00,520.629
883.00,527.850
882.00,539.174
881.00,519.568
880.00,523.897
879.00,531.586
878.00,530.217
877.00,546.542
876.00,514.098
875.00,509.049
874.00,522.561
873.00,528.598
872.00,513.342
871.00,521.526
870.00,539.143
869.00,521.296
868.00,534.185
867.00,489.987
866.00,500.229
865.00,505.187
864.00,525.178
863.00,515.515
862.00,514.033
861.00,513.219
860.00,522.760
859.00,505.135
858.00,510.429
857.00,516.489
856.00,541.109
855.00,524.018
854.00,512.489
853.00,525.437
852.00,512.106
851.00,492.656
850.00,521.516
849.00,522.060
848.00,485.468
847.00,523.254
846.00,503.966
845.00,517.843
844.00,498.879
843.00,492.118
842.00,495.324
841.00,525.546
840.00,506.277
839.00,497.734
838.00,488.676
837.00,512.091
836.00,499.071
835.00,503.957
834.00,502.517
833.00,508.103
832.00,511.818
831.00,499.869
830.00,507.869
829.00,479.162
828.00,475.918
827.00,476.461
826.00,520.256
825.00,504.428
824.00,482.357
823.00,498.869
822.00,497.369
821.00,495.119
820.00,502.421
819.00,481.079
818.00,492.773
817.00,483.430
816.00,496.727
815.00,488.462
814.00,494.581
813.00,479.087
812.00,484.119
811.00,483.813
810.00,498.745
809.00,479.845
808.00,489.344
807.00,494.734
806.00,481.024
805.00,498.141
804.00,505.491
803.00,454.081
802.00,477.908
801.00,476.079
800.00,484.109
