# Raman microscope export (synthetic -- generated by make_demo_data.py)
# Laser        : 532 nm
# Grating      : 1800 l/mm
# Exposure     : 10 s x 3 accumulations
# Objective    : 50x
# Columns      : Wavenumber (cm-1)	Intensity (counts)
2245.00	1321.339
2246.00	1321.365
2247.00	1313.347
2248.00	1334.309
2249.00	1343.219
2250.00	1318.773
2251.00	1303.876
2252.00	1325.813
2253.00	1331.069
2254.00	1289.071
2255.00	1322.556
2256.00	1346.027
2257.00	1329.060
2258.00	1324.974
2259.00	1322.349
2260.00	1329.420
2261.00	1304.536
2262.00	1304.838
2263.00	1319.023
2264.00	1305.058
2265.00	1315.534
2266.00	1288.626
2267.00	1319.819
2268.00	1320.032
2269.00	1309.536
2270.00	1310.128
2271.00	1326.745
2272.00	1293.441
2273.00	1294.620
2274.00	1291.591
2275.00	1298.758
2276.00	1290.857
2277.00	1302.572
2278.00	1293.453
2279.00	1283.006
2280.00	1280.927
2281.00	1313.201
2282.00	1296.966
2283.00	1294.195
2284.00	1296.371
2285.00	1294.193
2286.00	1303.382
2287.00	1300.183
2288.00	1285.485
2289.00	1281.805
2290.00	1277.771
2291.00	1274.921
2292.00	1305.884
2293.00	1277.182
2294.00	1263.073
2295.00	1276.300
2296.00	1276.081
2297.00	1288.619
2298.00	1273.148
2299.00	1289.314
2300.00	1286.676
2301.00	1296.332
2302.00	1306.250
2303.00	1313.548
2304.00	1294.686
2305.00	1263.673
2306.00	1271.852
2307.00	1278.787
2308.00	1299.745
2309.00	1282.158
2310.00	1287.590
2311.00	1270.172
2312.00	1278.453
2313.00	1279.097
2314.00	1264.112
2315.00	1278.023
2316.00	1280.653
2317.00	1265.010
2318.00	1278.235
2319.00	1284.899
2320.00	1265.025
2321.00	1263.339
2322.00	1258.725
2323.00	1254.113
2324.00	1262.523
2325.00	1254.811
2326.00	1255.113
2327.00	1248.678
2328.00	1238.630
2329.00	1244.918
2330.00	1259.216
2331.00	1240.172
2332.00	1245.696
2333.00	1272.279
2334.00	1265.192
2335.00	1242.454
2336.00	1257.116
2337.00	1241.173
2338.00	1267.607
2339.00	1240.148
2340.00	1247.257
2341.00	1261.994
2342.00	1234.541
2343.00	1259.230
2344.00	1232.865
2345.00	1244.632
2346.00	1237.326
2347.00	1238.910
2348.00	1240.993
2349.00	1237.278
2350.00	1225.062
2351.00	1246.767
2352.00	1244.114
2353.00	1250.044
2354.00	1250.285
2355.00	1216.637
2356.00	1247.290
2357.00	1246.535
2358.00	1223.675
2359.00	1241.610
2360.00	1245.879
2361.00	1220.894
2362.00	1209.915
2363.00	1221.245
2364.00	1258.172
2365.00	1226.595
2366.00	1208.290
2367.00	1218.925
2368.00	1209.133
2369.00	1215.371
2370.00	1220.406
2371.00	1187.626
2372.00	1221.792
2373.00	1233.546
2374.00	1213.304
2375.00	1210.183
2376.00	1227.001
2377.00	1197.782
2378.00	1197.135
2379.00	1194.503
2380.00	1208.406
2381.00	1214.128
2382.00	1207.418
2383.00	1214.209
2384.00	1216.687
2385.00	1211.784
2386.00	1195.228
2387.00	1200.823
2388.00	1218.128
2389.00	1189.698
2390.00	1198.327
2391.00	1195.471
2392.00	1197.428
2393.00	1185.793
2394.00	1181.621
2395.00	1227.597
2396.00	1207.390
2397.00	1186.602
2398.00	1193.561
2399.00	1201.505
2400.00	1188.377
2401.00	1199.016
2402.00	1183.352
2403.00	1185.552
2404.00	1187.957
2405.00	1182.605
2406.00	1157.782
2407.00	1186.592
2408.00	1188.601
2409.00	1190.299
2410.00	1171.782
2411.00	1186.967
2412.00	1184.551
2413.00	1159.865
2414.00	1153.796
2415.00	1185.067
2416.00	1167.030
2417.00	1189.639
2418.00	1202.430
2419.00	1168.887
2420.00	1166.743
2421.00	1174.012
2422.00	1181.387
2423.00	1158.799
2424.00	1186.514
2425.00	1182.605
2426.00	1177.786
2427.00	1162.519
2428.00	1179.138
2429.00	1177.575
2430.00	1152.025
2431.00	1190.669
2432.00	1161.131
2433.00	1168.320
2434.00	1156.753
2435.00	1166.817
2436.00	1175.276
2437.00	1150.825
2438.00	1139.808
2439.00	1153.435
2440.00	1142.325
2441.00	1148.059
2442.00	1154.811
2443.00	1154.726
2444.00	1170.155
2445.00	1141.660
2446.00	1157.243
2447.00	1146.095
2448.00	1167.743
2449.00	1180.874
2450.00	1153.363
2451.00	1168.995
2452.00	1141.727
2453.00	1128.083
2454.00	1131.219
2455.00	1126.706
2456.00	1133.390
2457.00	1141.159
2458.00	1157.040
2459.00	1150.836
2460.00	1147.204
2461.00	1135.758
2462.00	1131.386
2463.00	1139.656
2464.00	1140.119
2465.00	1140.754
2466.00	1141.354
2467.00	1134.702
2468.00	1112.237
2469.00	1121.173
2470.00	1123.874
2471.00	1153.370
2472.00	1127.113
2473.00	1139.574
2474.00	1148.280
2475.00	1133.949
2476.00	1124.476
2477.00	1124.916
2478.00	1115.413
2479.00	1130.611
2480.00	1139.723
2481.00	1132.280
2482.00	1133.958
2483.00	1132.577
2484.00	1147.279
2485.00	1114.894
2486.00	1123.663
2487.00	1129.514
2488.00	1135.295
2489.00	1090.479
2490.00	1112.629
2491.00	1115.685
2492.00	1105.128
2493.00	1126.944
2494.00	1118.707
2495.00	1110.627
2496.00	1095.084
2497.00	1098.121
2498.00	1101.499
2499.00	1118.101
2500.00	1097.337
2501.00	1086.465
2502.00	1093.201
2503.00	1102.866
2504.00	1129.391
2505.00	1138.681
2506.00	1102.233
2507.00	1118.692
2508.00	1123.541
2509.00	1121.507
2510.00	1104.062
2511.00	1089.214
2512.00	1098.360
2513.00	1081.262
2514.00	1105.860
2515.00	1111.723
2516.00	1079.079
2517.00	1100.581
2518.00	1104.124
2519.00	1115.027
2520.00	1116.003
2521.00	1108.506
2522.00	1090.087
2523.00	1093.351
2524.00	1111.672
2525.00	1089.405
2526.00	1095.632
2527.00	1114.338
2528.00	1096.618
2529.00	1078.073
2530.00	1090.510
2531.00	1101.226
2532.00	1090.774
2533.00	1106.506
2534.00	1107.474
2535.00	1083.808
2536.00	1085.109
2537.00	1089.445
2538.00	1075.827
2539.00	1094.342
2540.00	1087.214
2541.00	1098.377
2542.00	1081.340
2543.00	1077.579
2544.00	1109.795
2545.00	1076.804
2546.00	1079.953
2547.00	1077.825
2548.00	1082.603
2549.00	1074.921
2550.00	1085.039
2551.00	1076.796
2552.00	1079.940
2553.00	1088.994
2554.00	1092.770
2555.00	1089.676
2556.00	1074.973
2557.00	1088.318
2558.00	1081.866
2559.00	1081.807
2560.00	1062.200
2561.00	1090.722
2562.00	1080.804
2563.00	1102.780
2564.00	1089.827
2565.00	1068.604
2566.00	1065.406
2567.00	1095.571
2568.00	1071.163
2569.00	1089.794
2570.00	1077.906
2571.00	1106.714
2572.00	1082.400
2573.00	1099.615
2574.00	1097.441
2575.00	1075.924
2576.00	1077.588
2577.00	1099.439
2578.00	1081.734
2579.00	1071.426
2580.00	1096.445
2581.00	1113.048
2582.00	1081.919
2583.00	1099.416
2584.00	1080.934
2585.00	1099.429
2586.00	1080.584
2587.00	1099.778
2588.00	1090.668
2589.00	1082.317
2590.00	1087.763
2591.00	1078.846
2592.00	1072.295
2593.00	1073.620
2594.00	1086.137
2595.00	1074.676
2596.00	1093.242
2597.00	1094.958
2598.00	1094.880
2599.00	1083.952
2600.00	1091.312
2601.00	1091.076
2602.00	1108.046
2603.00	1083.308
2604.00	1089.239
2605.00	1091.954
2606.00	1093.989
2607.00	1087.697
2608.00	1090.178
2609.00	1111.001
2610.00	1092.271
2611.00	1112.122
2612.00	1126.769
2613.00	1118.966
2614.00	1083.250
2615.00	1115.627
2616.00	1113.529
2617.00	1115.824
2618.00	1091.326
2619.00	1121.587
2620.00	1101.084
2621.00	1131.443
2622.00	1130.588
2623.00	1150.206
2624.00	1116.916
2625.00	1105.279
2626.00	1138.270
2627.00	1138.359
2628.00	1125.537
2629.00	1148.812
2630.00	1143.182
2631.00	1121.970
2632.00	1135.817
2633.00	1137.382
2634.00	1144.212
2635.00	1150.722
2636.00	1143.051
2637.00	1152.117
2638.00	1164.751
2639.00	1160.079
2640.00	1161.115
2641.00	1164.207
2642.00	1170.275
2643.00	1152.215
2644.00	1180.970
2645.00	1170.655
2646.00	1188.345
2647.00	1173.593
2648.00	1206.638
2649.00	1202.842
2650.00	1188.330
2651.00	1212.061
2652.00	1204.885
2653.00	1240.529
2654.00	1229.831
2655.00	1219.521
2656.00	1237.045
2657.00	1239.327
2658.00	1259.581
2659.00	1255.078
2660.00	1262.650
2661.00	1248.847
2662.00	1277.655
2663.00	1299.230
2664.00	1287.773
2665.00	1285.742
2666.00	1294.326
2667.00	1287.107
2668.00	1306.991
2669.00	1297.807
2670.00	1317.751
2671.00	1318.782
2672.00	1319.656
2673.00	1342.729
2674.00	1323.955
2675.00	1347.326
2676.00	1337.775
2677.00	1381.377
2678.00	1388.693
2679.00	1380.547
2680.00	1398.349
2681.00	1387.660
2682.00	1391.758
2683.00	1384.573
2684.00	1383.057
2685.00	1399.139
2686.00	1394.633
2687.00	1398.889
2688.00	1415.589
2689.00	1407.596
2690.00	1392.260
2691.00	1409.814
2692.00	1404.224
2693.00	1410.363
2694.00	1400.773
2695.00	1427.926
2696.00	1435.465
2697.00	1397.927
2698.00	1417.218
2699.00	1414.320
2700.00	1391.510
2701.00	1402.438
2702.00	1414.555
2703.00	1403.772
2704.00	1408.635
2705.00	1370.385
2706.00	1370.347
2707.00	1377.353
2708.00	1372.358
2709.00	1362.368
2710.00	1351.148
2711.00	1344.352
2712.00	1335.269
2713.00	1341.076
2714.00	1295.495
2715.00	1340.623
2716.00	1307.796
2717.00	1289.578
2718.00	1305.821
2719.00	1274.919
2720.00	1288.879
2721.00	1271.873
2722.00	1276.233
2723.00	1271.083
2724.00	1269.644
2725.00	1240.702
2726.00	1235.747
2727.00	1231.752
2728.00	1207.655
2729.00	1224.564
2730.00	1211.899
2731.00	1187.267
2732.00	1210.981
2733.00	1206.055
2734.00	1167.177
2735.00	1183.277
2736.00	1184.965
2737.00	1173.698
2738.00	1145.625
2739.00	1134.527
2740.00	1143.926
2741.00	1133.496
2742.00	1133.612
2743.00	1126.850
2744.00	1128.910
2745.00	1110.467
2746.00	1109.983
2747.00	1142.388
2748.00	1100.172
2749.00	1105.638
2750.00	1095.440
2751.00	1089.883
2752.00	1071.717
2753.00	1084.483
2754.00	1073.141
2755.00	1079.270
2756.00	1089.874
2757.00	1063.369
2758.00	1066.279
2759.00	1040.939
2760.00	1050.792
2761.00	1064.262
2762.00	1041.265
2763.00	1030.762
2764.00	1037.386
2765.00	1029.274
2766.00	1025.260
2767.00	1020.406
2768.00	1045.520
2769.00	1008.101
2770.00	1010.539
2771.00	1005.656
2772.00	1024.453
2773.00	1003.360
2774.00	1019.553
2775.00	1003.153
2776.00	998.186
2777.00	978.305
2778.00	1007.793
2779.00	997.223
2780.00	993.118
2781.00	984.425
2782.00	978.458
2783.00	965.914
2784.00	990.198
2785.00	979.840
2786.00	970.109
2787.00	964.703
2788.00	971.550
2789.00	966.997
2790.00	985.770
2791.00	973.349
2792.00	954.953
2793.00	946.918
2794.00	955.468
2795.00	945.507
2796.00	955.541
2797.00	957.692
2798.00	958.726
2799.00	954.365
2800.00	945.397
2801.00	953.227
2802.00	933.720
2803.00	941.844
2804.00	950.955
2805.00	943.108
2806.00	922.869
2807.00	922.758
2808.00	915.759
2809.00	955.333
2810.00	913.654
2811.00	929.182
2812.00	951.489
2813.00	941.007
2814.00	942.538
2815.00	919.415
2816.00	932.961
2817.00	959.346
2818.00	921.090
2819.00	925.235
2820.00	915.253
2821.00	917.659
2822.00	921.100
2823.00	932.071
2824.00	903.456
2825.00	895.964
2826.00	912.276
2827.00	913.309
2828.00	926.672
2829.00	917.254
2830.00	900.068
2831.00	913.295
2832.00	918.834
2833.00	907.833
2834.00	899.292
2835.00	910.474
2836.00	897.090
2837.00	877.948
2838.00	915.343
2839.00	882.922
2840.00	893.419
2841.00	892.691
2842.00	891.519
2843.00	891.195
2844.00	876.409
2845.00	899.091
2846.00	892.211
2847.00	891.464
2848.00	902.976
2849.00	902.440
2850.00	904.453
2851.00	909.745
2852.00	892.140
2853.00	867.417
2854.00	887.612
2855.00	884.405
2856.00	884.278
2857.00	875.454
2858.00	871.209
2859.00	890.657
2860.00	891.972
2861.00	866.160
2862.00	885.297
2863.00	876.049
2864.00	872.686
2865.00	884.820
2866.00	875.269
2867.00	868.514
2868.00	875.120
2869.00	849.781
2870.00	865.929
2871.00	867.061
2872.00	854.866
2873.00	873.078
2874.00	873.496
2875.00	862.360
2876.00	866.870
2877.00	876.325
2878.00	880.308
2879.00	857.818
2880.00	870.362
2881.00	878.100
2882.00	864.656
2883.00	855.128
2884.00	854.561
2885.00	859.276
2886.00	850.132
2887.00	886.072
2888.00	854.477
2889.00	865.258
2890.00	862.327
2891.00	867.187
2892.00	854.338
2893.00	842.798
2894.00	877.470
2895.00	856.305
2896.00	858.086
2897.00	858.538
2898.00	870.730
2899.00	864.278
2900.00	868.603
2901.00	863.857
2902.00	855.302
2903.00	855.996
2904.00	843.513
2905.00	828.654
2906.00	848.536
2907.00	838.027
2908.00	881.444
2909.00	868.606
2910.00	863.453
2911.00	842.305
2912.00	873.132
2913.00	827.493
2914.00	832.962
2915.00	837.617
2916.00	835.019
2917.00	847.636
2918.00	847.907
2919.00	868.038
2920.00	856.629
2921.00	858.856
2922.00	848.775
2923.00	841.538
2924.00	834.623
2925.00	824.309
2926.00	831.543
2927.00	836.974
2928.00	850.266
2929.00	820.446
2930.00	823.862
2931.00	842.469
2932.00	826.828
2933.00	843.024
2934.00	833.645
2935.00	829.153
2936.00	821.770
2937.00	836.234
2938.00	828.215
2939.00	829.205
2940.00	828.516
2941.00	838.006
2942.00	837.154
2943.00	814.421
2944.00	832.665
2945.00	838.994
2946.00	846.303
2947.00	842.852
2948.00	835.594
2949.00	818.998
2950.00	823.100
2951.00	842.947
2952.00	823.183
2953.00	843.563
2954.00	846.177
2955.00	817.788
2956.00	835.468
2957.00	828.484
2958.00	853.813
2959.00	839.191
2960.00	822.665
2961.00	833.337
2962.00	817.099
2963.00	825.957
2964.00	829.900
2965.00	828.901
2966.00	830.472
2967.00	815.568
2968.00	803.887
2969.00	821.449
2970.00	814.776
2971.00	816.764
2972.00	850.498
2973.00	838.491
2974.00	822.131
2975.00	806.714
2976.00	808.030
2977.00	827.638
2978.00	835.832
2979.00	819.237
2980.00	824.022
2981.00	825.162
2982.00	834.604
2983.00	798.952
2984.00	823.099
2985.00	825.805
2986.00	832.054
2987.00	825.122
2988.00	806.878
2989.00	812.839
2990.00	801.237
2991.00	821.570
2992.00	821.285
2993.00	824.846
2994.00	806.795
2995.00	804.482
2996.00	836.206
2997.00	819.820
2998.00	838.323
2999.00	822.383
3000.00	799.310
3001.00	826.258
3002.00	831.160
3003.00	810.676
3004.00	792.737
3005.00	823.565
3006.00	813.650
3007.00	818.419
3008.00	782.605
3009.00	820.086
3010.00	781.353
3011.00	803.711
3012.00	824.513
3013.00	791.753
3014.00	791.047
3015.00	807.783
3016.00	832.709
3017.00	832.108
3018.00	805.194
3019.00	824.262
3020.00	818.990
3021.00	814.953
3022.00	815.853
3023.00	802.668
3024.00	820.764
3025.00	823.668
3026.00	843.133
3027.00	821.504
3028.00	780.854
3029.00	795.616
3030.00	813.855
3031.00	810.468
3032.00	787.110
3033.00	807.552
3034.00	804.726
3035.00	808.227
3036.00	807.153
3037.00	819.472
3038.00	825.802
3039.00	816.238
3040.00	794.518
3041.00	797.293
3042.00	799.518
3043.00	806.603
3044.00	801.973
3045.00	802.710
3046.00	795.657
3047.00	817.937
3048.00	816.583
3049.00	817.643
3050.00	805.048
3051.00	811.295
3052.00	794.730
3053.00	793.348
3054.00	798.794
3055.00	812.168
3056.00	803.196
3057.00	791.112
3058.00	805.771
3059.00	809.565
3060.00	806.287
3061.00	796.172
3062.00	804.785
3063.00	798.794
3064.00	799.789
3065.00	802.466
3066.00	812.427
3067.00	825.136
3068.00	821.785
3069.00	810.474
3070.00	797.984
3071.00	798.934
3072.00	799.302
3073.00	816.173
3074.00	769.032
3075.00	805.166
3076.00	778.020
3077.00	801.743
3078.00	817.544
3079.00	790.580
3080.00	773.979
3081.00	816.803
3082.00	819.173
3083.00	806.953
3084.00	815.901
3085.00	791.077
3086.00	814.649
3087.00	820.856
3088.00	808.004
3089.00	803.568
3090.00	815.470
3091.00	813.531
3092.00	790.839
3093.00	816.024
3094.00	808.519
3095.00	801.369
3096.00	814.992
3097.00	810.336
3098.00	808.067
3099.00	792.907
3100.00	808.890
3101.00	785.474
3102.00	797.149
3103.00	778.237
3104.00	777.995
3105.00	803.658
3106.00	797.251
3107.00	799.147
3108.00	805.129
3109.00	802.123
3110.00	787.185
3111.00	798.602
3112.00	796.817
3113.00	791.284
3114.00	795.932
3115.00	792.945
3116.00	789.446
3117.00	793.130
3118.00	799.868
3119.00	821.716
3120.00	787.062
3121.00	803.040
3122.00	779.152
3123.00	815.681
3124.00	792.514
3125.00	798.095
3126.00	811.673
3127.00	808.113
3128.00	778.277
3129.00	802.760
3130.00	793.289
3131.00	803.368
3132.00	797.689
3133.00	804.615
3134.00	799.210
3135.00	793.954
3136.00	809.681
3137.00	776.956
3138.00	790.216
3139.00	783.874
3140.00	793.545
3141.00	790.043
3142.00	793.357
3143.00	789.181
3144.00	789.365
3145.00	775.207
3146.00	794.419
3147.00	798.507
3148.00	787.589
3149.00	786.801
3150.00	786.889
3151.00	814.712
3152.00	796.762
3153.00	799.101
3154.00	790.786
3155.00	788.336
3156.00	783.738
3157.00	812.732
3158.00	773.768
3159.00	797.721
3160.00	793.782
3161.00	790.953
3162.00	775.174
3163.00	779.102
3164.00	805.655
3165.00	785.503
3166.00	804.332
3167.00	801.774
3168.00	800.646
3169.00	802.789
3170.00	779.085
3171.00	787.878
3172.00	801.670
3173.00	778.339
3174.00	813.424
3175.00	786.695
3176.00	792.602
3177.00	781.036
3178.00	797.692
3179.00	784.462
3180.00	790.324
3181.00	779.536
3182.00	807.470
3183.00	773.547
3184.00	798.521
3185.00	795.923
3186.00	798.303
3187.00	780.774
3188.00	805.400
3189.00	804.541
3190.00	794.858
3191.00	796.671
3192.00	791.007
3193.00	800.589
3194.00	782.996
3195.00	799.487
3196.00	797.684
3197.00	775.868
3198.00	761.281
3199.00	791.345
3200.00	790.795
